cprd_prodcode	description	description2	bnf_code
54643	Metolazone Oral solution	Metolazone	2020100
19352	Xuret 0.5mg Tablet (Galen Ltd)	Metolazone	2020100
61846	Zaroxolyn 2.5mg tablets (IDIS)	Metolazone	0
8147	Lopresoretic Tablet (Novartis Pharmaceuticals UK Ltd)	Metoprolol Tartrate/Chlortalidone	02020100/02040000
15488	Metoprolol tartrate with chlortalidone Tablet	Metoprolol Tartrate/Chlortalidone	02020100/02040000
18287	Co-Betaloc SA tablets (Pfizer Ltd)	Metoprolol tartrate/Hydrochlorothiazide	0
29427	Hydrochlorothiazide with metoprolol tartrate 12.5mg with 100mg tablet	Metoprolol Tartrate/Hydrochlorothiazide	02020100/02040000
33659	Hydrochlorothiazide with metoprolol tartrate 25mg with 200mg Modified-release tablet	Metoprolol Tartrate/Hydrochlorothiazide	02020100/02040000
20093	Metoprolol 200mg modified-release / Hydrochlorothiazide 25mg tablets	Metoprolol tartrate/Hydrochlorothiazide	0
11338	Bendroflumethiazide 5mg with Nadolol 40mg tablets	Nadolol/Bendroflumethiazide	02020100/02040000
5330	Corgaretic 40mg tablets (Sanofi-Synthelabo Ltd)	Nadolol/Bendroflumethiazide	0
14438	Corgaretic 80mg tablets (Sanofi-Synthelabo Ltd)	Nadolol/Bendroflumethiazide	0
23134	Nadolol 40mg / Bendroflumethiazide 5mg tablets	Nadolol/Bendroflumethiazide	0
27946	Nadolol 80mg / Bendroflumethiazide 5mg tablets	Nadolol/Bendroflumethiazide	0
13871	Co-prenozide 160mg/0.25mg modified-release tablets	Oxprenolol hydrochloride/Cyclopenthiazide	2040000
52145	Cyclopenthiazide 0.25mg with oxprenolol 160mg modified-release tablets	Oxprenolol Hydrochloride/Cyclopenthiazide	02020100/02040000
8673	Oxprenolol with cyclopenthiazide 160mg+0.25mg Modified-release tablet	Oxprenolol Hydrochloride/Cyclopenthiazide	02020100/02040000
4429	Trasidrex modified-release tablets (Mercury Pharma Group Ltd)	Oxprenolol hydrochloride/Cyclopenthiazide	2040000
51258	Coversyl Arginine Plus 5mg/1.25mg tablets (DE Pharmaceuticals)	Indapamide/Perindopril arginine	02020100/02050501
37908	Coversyl Arginine Plus 5mg/1.25mg tablets (Servier Laboratories Ltd)	Indapamide/Perindopril arginine	02020100/02050501
56157	Perindopril tosilate 5mg / Indapamide 1.25mg tablets	0	02020100/02050501
50607	Perindopril arginine 2mg with Indapamide 625 micrograms tablet	Perindopril Erbumine/Indapamide	02020100/02050501
48098	Perindopril arginine 4mg with Indapamide 1.25mg tablet	Perindopril Erbumine/Indapamide	02020100/02050501
12360	Nephril 1mg Tablet (Pfizer Ltd)	Polythiazide	2020100
12926	Polythiazide 1mg tablets	Polythiazide	0
17561	Bendroflumethiazide 2.5mg / Potassium chloride 573mg (potassium 7.7mmol) modified-release tablets	Bendroflumethiazide/Potassium chloride	0
1211	Bendroflumethiazide 2.5mg / Potassium chloride 630mg (potassium 8.4mmol) modified-release tablets	Potassium chloride/Bendroflumethiazide	2020100
20426	Centyl k 2.5mg+7.7mmol Tablet (Edwin Burgess Ltd)	Bendroflumethiazide/Potassium chloride	2020800
20431	Centyl K modified-release tablets (LEO Pharma)	Bendroflumethiazide/Potassium chloride	0
2979	Centyl k Tablet (Edwin Burgess Ltd)	Potassium chloride/Bendroflumethiazide	2020800
1213	Neo-Naclex-K modified-release tablets (Mercury Pharma Group Ltd)	Potassium chloride/Bendroflumethiazide	2020100
8891	Hygroton -k Tablet (Novartis Pharmaceuticals UK Ltd)	Potassium Chloride/Chlortalidone	2020100
25630	BRINALDIX K EFFERVESCENT	0	0
18983	Brinaldix k Effervescent tablet (Berk Pharmaceuticals Ltd)	Potassium Chloride/Clopamide	2020800
22839	Clopamide with Potassium effervescent tablets	Potassium Chloride/Clopamide	2020800
21940	POTASSIUM EFFERVESCENT (6.5MMOL)	0	0
23492	CYCLOPENTHIAZIDE 250MCG/K 8.1MMOL	0	0
2833	CYCLOPENTHIAZIDE -K tablets	Potassium Chloride/Cyclopenthiazide	2020100
1125	Navidrex -k Tablet (Novartis Pharmaceuticals UK Ltd)	Potassium Chloride/Cyclopenthiazide	2020100
7734	Diumide-K Continus tablets (Teofarma)	Potassium chloride/Furosemide	2020800
17960	Furosemide 20mg / Potassium chloride 750mg (potassium 10mmol) modified-release tablets	Potassium chloride/Furosemide	0
8102	Furosemide 40mg / Potassium chloride 600mg (potassium 8mmol) modified-release tablets	Potassium chloride/Furosemide	2020800
7582	Lasikal modified-release tablets (Borg Medicare)	Potassium chloride/Furosemide	0
10781	Lasix with k Tablet (Hoechst Marion Roussel)	Potassium chloride/Furosemide	2020800
36519	Esidrex -k Tablet (Novartis Pharmaceuticals UK Ltd)	Potassium Chloride/Hydrochlorothiazide	2020800
22912	Bendroflumethiazide 2.5mg with Propanolol 80mg capsules	Propranolol Hydrochloride/Bendroflumethiazide	02020100/02040000
23131	Bendroflumethiazide 5mg with Propanolol 160mg modified-release capsules	Propranolol Hydrochloride/Bendroflumethiazide	02020100/02040000
4796	Inderetic 80mg/2.5mg capsules (AstraZeneca UK Ltd)	Propranolol hydrochloride/Bendroflumethiazide	0
8369	Inderex 160mg/5mg modified-release capsules (AstraZeneca UK Ltd)	Propranolol hydrochloride/Bendroflumethiazide	0
8987	Propranolol 160mg modified-release / Bendroflumethiazide 5mg capsules	Propranolol hydrochloride/Bendroflumethiazide	0
12054	Propranolol 80mg / Bendroflumethiazide 2.5mg capsules	Propranolol hydrochloride/Bendroflumethiazide	0
30129	Abicol Tablet (Knoll Ltd)	Reserpine/Bendroflumethiazide	2050200
41894	RESERPINE/BENDROFLUAZIDE 150 MCG TAB	0	0
15493	Reserpine with hydrochlorothiazide tablet	Reserpine/Hydrochlorothiazide	2050200
19892	Serpasil -esidrex Tablet (Novartis Pharmaceuticals UK Ltd)	Reserpine/Hydrochlorothiazide	2050200
30519	Amiloride with timolol with hydrochlorothiazide tablets	Timolol Maleate/Amiloride Hydrochloride/Hydrochlorothiazide	02020100/02040000
21182	Hydrochlorothiazide with timolol and amiloride 25mg with 10mg with 2.5mg Tablet	Timolol Maleate/Amiloride Hydrochloride/Hydrochlorothiazide	02020100/02040000
25730	Timolol maleate with amiloride and hydrochlorothiazide Tablet	Timolol Maleate/Amiloride Hydrochloride/Hydrochlorothiazide	02020100/02040000
19142	Bendroflumethiazide 2.5mg with Timolol maleate 10mg tablets	Timolol Maleate/Bendroflumethiazide	02020100/02040000
21025	Prestim forte Tablet (LEO Pharma)	Timolol Maleate/Bendroflumethiazide	02020100/02040000
8623	Prestim Tablet (ICN Pharmaceuticals France S.A.)	Timolol maleate/Bendroflumethiazide	02020100/02040000
25363	Prestim tablets (Meda Pharmaceuticals Ltd)	Timolol maleate/Bendroflumethiazide	2040100
12651	Timolol 10mg / Bendroflumethiazide 2.5mg tablets	Timolol maleate/Bendroflumethiazide	2040100
8788	TIMOLOL 10MG/BENDROFLUAZIDE 2.5MG TAB	0	0
12517	Timolol maleate with bendroflumethiazide 20mg + 5mg Tablet	Timolol Maleate/Bendroflumethiazide	02020100/02040000
4605	Moducren tablets (Merck Sharp & Dohme Ltd)	Timolol maleate/Hydrochlorothiazide/Amiloride hydrochloride	0
4044	Diurexan 20mg tablets (Meda Pharmaceuticals Ltd)	Xipamide	2020100
26675	XIPAMIDE	0	0
7618	Xipamide 20mg tablets	Xipamide	2020100
